,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU178,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1781,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__uncultured_bacterium_o_Ardenticatenales,g__uncultured_bacterium_o_Ardenticatenales,s__uncultured_bacterium_o_Ardenticatenales
OTU1782,k__Bacteria,p__Acidobacteria,c__Subgroup_22,o__uncultured_bacterium_c_Subgroup_22,f__uncultured_bacterium_c_Subgroup_22,g__uncultured_bacterium_c_Subgroup_22,s__uncultured_bacterium_c_Subgroup_22
OTU17881,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Planococcus,s__uncultured_bacterium_g_Planococcus
OTU179,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1790,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__uncultured_bacterium_o_Ardenticatenales,g__uncultured_bacterium_o_Ardenticatenales,s__uncultured_bacterium_o_Ardenticatenales
OTU17908,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Planomicrobium,s__uncultured_bacterium_g_Planomicrobium
OTU1791,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__uncultured_bacterium_c_MB-A2-108,f__uncultured_bacterium_c_MB-A2-108,g__uncultured_bacterium_c_MB-A2-108,s__uncultured_bacterium_c_MB-A2-108
OTU1792,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU17930,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__uncultured_bacterium_g_Bacteroides
OTU1796,k__Bacteria,p__Chloroflexi,c__P2-11E,o__uncultured_bacterium_c_P2-11E,f__uncultured_bacterium_c_P2-11E,g__uncultured_bacterium_c_P2-11E,s__uncultured_bacterium_c_P2-11E
OTU17993,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Rhizobacter,s__uncultured_bacterium_g_Rhizobacter
OTU18,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__uncultured_bacterium_g_Pseudomonas
OTU180,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__uncultured_bacterium_g_Pseudolabrys
OTU1802,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Solitalea,s__Solitalea_canadensis
OTU1805,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU1808,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__uncultured_bacterium_c_MB-A2-108,f__uncultured_bacterium_c_MB-A2-108,g__uncultured_bacterium_c_MB-A2-108,s__uncultured_bacterium_c_MB-A2-108
OTU181,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__uncultured_bacterium_g_Mycobacterium
OTU1810,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__uncultured_bacterium_g_Lysobacter
OTU18131,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__uncultured_bacterium_g_Chitinophaga
OTU18197,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__uncultured_bacterium_g_Cavicella
OTU182,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Romboutsia,s__uncultured_bacterium_g_Romboutsia
OTU1820,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__uncultured_bacterium_f_Sandaracinaceae,s__uncultured_bacterium_f_Sandaracinaceae
OTU1822,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured_bacterium_c_Alphaproteobacteria,f__uncultured_bacterium_c_Alphaproteobacteria,g__uncultured_bacterium_c_Alphaproteobacteria,s__uncultured_bacterium_c_Alphaproteobacteria
OTU1823,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__uncultured_bacterium_g_Mycobacterium
OTU183,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__uncultured_bacterium_g_Deinococcus
OTU1830,k__Bacteria,p__uncultured_bacterium_k_Bacteria,c__uncultured_bacterium_k_Bacteria,o__uncultured_bacterium_k_Bacteria,f__uncultured_bacterium_k_Bacteria,g__uncultured_bacterium_k_Bacteria,s__uncultured_bacterium_k_Bacteria
OTU18317,k__Bacteria,p__Chloroflexi,c__OLB14,o__uncultured_bacterium_c_OLB14,f__uncultured_bacterium_c_OLB14,g__uncultured_bacterium_c_OLB14,s__uncultured_bacterium_c_OLB14
OTU1832,k__Bacteria,p__Armatimonadetes,c__uncultured_bacterium_p_Armatimonadetes,o__uncultured_bacterium_p_Armatimonadetes,f__uncultured_bacterium_p_Armatimonadetes,g__uncultured_bacterium_p_Armatimonadetes,s__uncultured_bacterium_p_Armatimonadetes
OTU1837,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__PAUC26f,s__uncultured_bacterium_g_PAUC26f
OTU1838,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Luedemannella,s__uncultured_bacterium_g_Luedemannella
OTU1839,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__uncultured_bacterium_g_Gaiella
OTU184,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__uncultured_bacterium_f_Moraxellaceae,s__uncultured_bacterium_f_Moraxellaceae
OTU1847,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU185,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Tepidisphaerales,f__uncultured_bacterium_o_Tepidisphaerales,g__uncultured_bacterium_o_Tepidisphaerales,s__uncultured_bacterium_o_Tepidisphaerales
OTU1850,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__uncultured_bacterium_c_Subgroup_5,f__uncultured_bacterium_c_Subgroup_5,g__uncultured_bacterium_c_Subgroup_5,s__uncultured_bacterium_c_Subgroup_5
OTU1853,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__uncultured_bacterium_c_BD2-11_terrestrial_group,f__uncultured_bacterium_c_BD2-11_terrestrial_group,g__uncultured_bacterium_c_BD2-11_terrestrial_group,s__uncultured_bacterium_c_BD2-11_terrestrial_group
OTU1854,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera,s__uncultured_bacterium_g_Lacunisphaera
OTU1858,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__Acidobacterium_sp
OTU18580,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__uncultured_bacterium_c_Subgroup_25,f__uncultured_bacterium_c_Subgroup_25,g__uncultured_bacterium_c_Subgroup_25,s__uncultured_bacterium_c_Subgroup_25
OTU18584,k__Bacteria,p__Chloroflexi,c__TK10,o__uncultured_bacterium_c_TK10,f__uncultured_bacterium_c_TK10,g__uncultured_bacterium_c_TK10,s__uncultured_bacterium_c_TK10
OTU1859,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__uncultured_bacterium_f_Archangiaceae,s__uncultured_bacterium_f_Archangiaceae
OTU186,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Amoebophilaceae,g__Candidatus_Cardinium,s__uncultured_bacterium_g_Candidatus_Cardinium
OTU1861,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__uncultured_bacterium_g_Hymenobacter
OTU1862,k__Bacteria,p__Chloroflexi,c__TK10,o__uncultured_bacterium_c_TK10,f__uncultured_bacterium_c_TK10,g__uncultured_bacterium_c_TK10,s__uncultured_bacterium_c_TK10
OTU1864,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__uncultured_bacterium_c_Acidimicrobiia,f__uncultured_bacterium_c_Acidimicrobiia,g__uncultured_bacterium_c_Acidimicrobiia,s__uncultured_bacterium_c_Acidimicrobiia
OTU1865,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__mle1-7,s__uncultured_bacterium_g_mle1-7
OTU1867,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__uncultured_bacterium_o_Gaiellales,g__uncultured_bacterium_o_Gaiellales,s__uncultured_bacterium_o_Gaiellales
OTU18692,k__Bacteria,p__Chloroflexi,c__Gitt-GS-136,o__uncultured_bacterium_c_Gitt-GS-136,f__uncultured_bacterium_c_Gitt-GS-136,g__uncultured_bacterium_c_Gitt-GS-136,s__uncultured_bacterium_c_Gitt-GS-136
OTU187,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,s__uncultured_bacterium_g_Methylobacterium
OTU1870,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__uncultured_bacterium_c_Gammaproteobacteria,f__uncultured_bacterium_c_Gammaproteobacteria,g__uncultured_bacterium_c_Gammaproteobacteria,s__uncultured_bacterium_c_Gammaproteobacteria
OTU1872,k__Bacteria,p__Chloroflexi,c__TK10,o__uncultured_bacterium_c_TK10,f__uncultured_bacterium_c_TK10,g__uncultured_bacterium_c_TK10,s__uncultured_bacterium_c_TK10
OTU1874,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU1876,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU188,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__uncultured_bacterium_g_Aeromicrobium
OTU1880,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__uncultured_bacterium_g_Lysinibacillus
OTU1883,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU18835,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU18850,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU1887,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_bacterium_g_Candidatus_Solibacter
OTU1889,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU189,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__uncultured_bacterium_g_Spirosoma
OTU19,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU190,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__uncultured_bacterium_g_Dubosiella
OTU1900,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,s__uncultured_bacterium_g_Gemmatirosa
OTU1903,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__uncultured_bacterium_f_Rhodocyclaceae,s__uncultured_bacterium_f_Rhodocyclaceae
OTU19038,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__uncultured_bacterium_g_Chryseolinea
OTU1904,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__uncultured_bacterium_g_Chryseolinea
OTU1908,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__uncultured_bacterium_f_Ruminococcaceae,s__uncultured_bacterium_f_Ruminococcaceae
OTU1909,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C028,f__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028,g__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028,s__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028
OTU19096,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU191,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__uncultured_bacterium_g_Chitinophaga
OTU1911,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__uncultured_bacterium_o_IMCC26256,g__uncultured_bacterium_o_IMCC26256,s__uncultured_bacterium_o_IMCC26256
OTU19120,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU1913,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_sp
OTU19132,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g_RB41
OTU1917,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__uncultured_bacterium_o_SBR1031,g__uncultured_bacterium_o_SBR1031,s__uncultured_bacterium_o_SBR1031
OTU192,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hirschia,s__uncultured_bacterium_g_Hirschia
OTU1922,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__uncultured_bacterium_f_JG30-KF-CM45,s__uncultured_bacterium_f_JG30-KF-CM45
OTU1927,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__uncultured_bacterium_f_Ktedonobacteraceae,s__uncultured_bacterium_f_Ktedonobacteraceae
OTU193,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__Acidobacteria_bacterium_WX184
OTU1934,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__uncultured_bacterium_o_Acidobacteriales,g__uncultured_bacterium_o_Acidobacteriales,s__uncultured_bacterium_o_Acidobacteriales
OTU19349,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__uncultured_bacterium_g_Lactobacillus
OTU1935,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU1938,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__uncultured_bacterium_o_Rhizobiales,g__uncultured_bacterium_o_Rhizobiales,s__uncultured_bacterium_o_Rhizobiales
OTU194,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__uncultured_bacterium_g_Chryseolinea
OTU1944,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__uncultured_bacterium_o_SBR1031,g__uncultured_bacterium_o_SBR1031,s__uncultured_bacterium_o_SBR1031
OTU195,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Polycyclovorans,s__uncultured_bacterium_g_Polycyclovorans
OTU1950,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__uncultured_bacterium_f_Muribaculaceae,s__uncultured_bacterium_f_Muribaculaceae
OTU1951,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__uncultured_bacterium_c_JG30-KF-CM66,f__uncultured_bacterium_c_JG30-KF-CM66,g__uncultured_bacterium_c_JG30-KF-CM66,s__uncultured_bacterium_c_JG30-KF-CM66
OTU19520,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1955,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1956,k__Bacteria,p__Chloroflexi,c__Gitt-GS-136,o__uncultured_bacterium_c_Gitt-GS-136,f__uncultured_bacterium_c_Gitt-GS-136,g__uncultured_bacterium_c_Gitt-GS-136,s__uncultured_bacterium_c_Gitt-GS-136
OTU19565,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__uncultured_bacterium_c_Deltaproteobacteria,f__uncultured_bacterium_c_Deltaproteobacteria,g__uncultured_bacterium_c_Deltaproteobacteria,s__uncultured_bacterium_c_Deltaproteobacteria
OTU196,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1965,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU1969,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__uncultured_bacterium_f_Roseiflexaceae,s__uncultured_bacterium_f_Roseiflexaceae
OTU197,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__uncultured_bacterium_g_Xanthomonas
OTU19717,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1972,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__uncultured_bacterium_c_Subgroup_25,f__uncultured_bacterium_c_Subgroup_25,g__uncultured_bacterium_c_Subgroup_25,s__uncultured_bacterium_c_Subgroup_25
OTU19795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured_bacterium_f_Microscillaceae,s__uncultured_bacterium_f_Microscillaceae
OTU198,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU19800,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__uncultured_bacterium_g_Niastella
OTU1981,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__uncultured_bacterium_o_Gaiellales,g__uncultured_bacterium_o_Gaiellales,s__uncultured_bacterium_o_Gaiellales
OTU1987,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU1988,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU1989,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__uncultured_bacterium_f_BIrii41,s__uncultured_bacterium_f_BIrii41
OTU199,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__uncultured_bacterium_g_Roseomonas
OTU1990,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__uncultured_bacterium_f_Paenibacillaceae,s__uncultured_bacterium_f_Paenibacillaceae
OTU19903,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU1991,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1993,k__Bacteria,p__Chloroflexi,c__OLB14,o__uncultured_bacterium_c_OLB14,f__uncultured_bacterium_c_OLB14,g__uncultured_bacterium_c_OLB14,s__uncultured_bacterium_c_OLB14
OTU1994,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU1997,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__uncultured_bacterium_f_Micromonosporaceae,s__uncultured_bacterium_f_Micromonosporaceae
OTU19971,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU19974,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_bacterium_g_Candidatus_Solibacter
OTU2,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__uncultured_bacterium_o_Chloroplast,g__uncultured_bacterium_o_Chloroplast,s__uncultured_bacterium_o_Chloroplast
OTU20,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__uncultured_bacterium_g_Bradyrhizobium
OTU200,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured_bacterium_f_Microscillaceae,s__uncultured_bacterium_f_Microscillaceae
OTU20001,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Leptothrix,s__uncultured_bacterium_g_Leptothrix
OTU20038,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__uncultured_bacterium_g_Bacillus
OTU2008,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU201,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU20109,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharum_hybrid_cultivar,g__uncultured_bacterium_f_Saccharum_hybrid_cultivar,s__uncultured_bacterium_f_Saccharum_hybrid_cultivar
OTU2016,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__uncultured_bacterium_o_Micavibrionales,g__uncultured_bacterium_o_Micavibrionales,s__uncultured_bacterium_o_Micavibrionales
OTU20177,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__uncultured_bacterium_o_SBR1031,g__uncultured_bacterium_o_SBR1031,s__uncultured_bacterium_o_SBR1031
OTU2019,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g_Chthoniobacter
OTU202,k__Bacteria,p__Gemmatimonadetes,c__AKAU4049,o__uncultured_bacterium_c_AKAU4049,f__uncultured_bacterium_c_AKAU4049,g__uncultured_bacterium_c_AKAU4049,s__uncultured_bacterium_c_AKAU4049
OTU20203,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__uncultured_bacterium_g_Devosia
OTU2021,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__uncultured_bacterium_f_Gemmataceae,s__uncultured_bacterium_f_Gemmataceae
OTU2026,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU203,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Pseudoflavitalea,s__uncultured_bacterium_g_Pseudoflavitalea
OTU204,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__uncultured_bacterium_o_SBR1031,g__uncultured_bacterium_o_SBR1031,s__uncultured_bacterium_o_SBR1031
OTU2041,k__Bacteria,p__Planctomycetes,c__OM190,o__uncultured_bacterium_c_OM190,f__uncultured_bacterium_c_OM190,g__uncultured_bacterium_c_OM190,s__uncultured_bacterium_c_OM190
OTU2045,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured_bacterium_f_Phycisphaeraceae,s__uncultured_bacterium_f_Phycisphaeraceae
