Taxa,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__KF_JG30_B3,0.001845927,0.001312659,0.001763885,0.002379194,0.002420215,0.0027894,0.001886947,0.001804906,0.001476741,8.20E-05,0.000123062,4.10E-05,0,0.000123062,0,0.000820412,0.001107556,0.000410206,0.000861432,0.00135368,0.000738371,0.000779391,0.000328165,0.001148577,0.000369185,0.000574288,0.000984494,0.002215112,0.001599803,0,0.003035524,0.003158586,0.001845927,0.001927968,0.002543277,0.001804906,0.00209205,0.002133071,0.001558783,0.002502256,0.002871441,0.001722865,0.001599803,0.001148577,0.002420215,0.000246124,0,8.20E-05,0.000287144,0.000861432,8.20E-05,0.000779391,0.000451227,0.001189597
p__Proteobacteria_c__Gammaproteobacteria_o__PLTA13_f__,0.002297153,0.00135368,0.000820412,0.002256133,0.001271638,0.002174091,0.00205103,0.001599803,0.001230618,0.000287144,0.000287144,0.000410206,0.000615309,0.000328165,0.000123062,0.000246124,0.000533268,0.000984494,0.000246124,4.10E-05,0.000369185,0.000451227,0.001517762,0.001025515,0.000369185,0.000451227,0.001148577,0.002010009,0.001845927,0.000451227,0.002666339,0.001271638,0.002215112,0.001148577,0.002010009,0.00205103,0.001763885,0.001476741,0.00209205,0.001189597,0.001722865,0.001025515,0.001271638,0.001476741,0.002133071,0,0.000902453,8.20E-05,0.000984494,0.000369185,0.001927968,0.003855936,0.002625318,0.001763885
p__Actinobacteria_c__Actinobacteria_o__Pseudonocardiales_f__Pseudonocardiaceae,0.000779391,0.000820412,0.000656329,0.001476741,0.000738371,0.001066535,0.001312659,0.000656329,0.000533268,0.000205103,0.000615309,0.000779391,8.20E-05,0.000369185,0,0.001886947,0.000287144,0.002379194,0.000943474,0.000779391,0.001763885,0.001517762,0.002297153,0.0013947,0.001476741,0.002215112,0.001476741,0.000861432,0.001066535,0.000533268,0.001271638,0.001107556,0.000205103,0.001271638,0.000738371,0.000902453,0.001025515,0.00135368,0.00069735,0.000656329,0.001066535,0.000861432,0.001722865,0.000861432,0.001107556,0.007547789,0.000328165,0.000738371,0.002707359,0.00135368,0.000328165,0.001271638,0.002338174,0.003158586
p__Actinobacteria_c__Actinobacteria_o__Streptomycetales_f__Streptomycetaceae,0.001066535,0.000738371,0.000779391,0.000574288,0.001517762,0.001312659,0.001107556,0.001558783,0.00069735,0.000984494,0.000205103,8.20E-05,0.000861432,0.000820412,0.000205103,0.001476741,0.000246124,0.000943474,0.000287144,0.000820412,0,0.000410206,0.001025515,0.000164082,0.000656329,0.000328165,0.001681844,0.001066535,0.0013947,0.003035524,0.000861432,0.000615309,0.001271638,0.000779391,0.001107556,0.00135368,0.000533268,0.001640824,0.001107556,0.000615309,0.001148577,0.001189597,0.000984494,0.001025515,0.001148577,0.014808434,0.000328165,0.000451227,0.001066535,0.000246124,0.001722865,0.001558783,0.001968988,0.001886947
p__Spirochaetes_c__MVP_15_o___f__,0,0,0,0,0,0,0,0.000246124,0,0,0,0,0,0,0,0,0,0.000123062,8.20E-05,8.20E-05,0,0,4.10E-05,0,0,0,0,0,4.10E-05,0.063828042,0,0,0,0.000164082,0,0,4.10E-05,0,0,0,0,0,8.20E-05,0,4.10E-05,0,0,4.10E-05,0,0,4.10E-05,0,0,0.000205103
p__Proteobacteria_c__Alphaproteobacteria_o__Acetobacterales_f__Acetobacteraceae,0.000492247,0.001230618,0.000492247,0.001517762,0.000984494,0.00069735,0.000574288,0.00069735,0.000656329,0.000369185,4.10E-05,8.20E-05,0.001681844,0.001763885,0.000164082,0.000984494,4.10E-05,0.000492247,0.000451227,0.000410206,0.000656329,0.000451227,0.001312659,0.004020018,0.002502256,0.000820412,0.000328165,0.000779391,0.001271638,0.010870457,0.001640824,0.001148577,0.000984494,0.002502256,0.001599803,0.001189597,0.002666339,0.000943474,0.001312659,0.000656329,0.001066535,0.000451227,0.000902453,0.0013947,0.000861432,0,0.001517762,0.000246124,0.000820412,0.000328165,0.002461236,0.000205103,0.001845927,0.000820412
p__Bacteroidetes_c__Bacteroidia_o__Flavobacteriales_f__Flavobacteriaceae,0.001681844,0.002133071,0.001148577,0.001517762,0.002666339,0.001927968,0.002256133,0.001517762,0.001599803,0,0.000205103,4.10E-05,0.001271638,8.20E-05,0,0.000287144,8.20E-05,0,0.000861432,0.000410206,0.000287144,0,0.000287144,8.20E-05,0.000123062,0.000246124,0.000205103,0.0027894,0.001763885,0,0.001845927,0.001681844,0.001189597,0.002338174,0.001804906,0.001886947,0.002584297,0.002297153,0.002707359,0.002338174,0.002953483,0.0013947,0.0027894,0.002133071,0.00274838,0.000246124,0.000492247,4.10E-05,0.000205103,0.000164082,4.10E-05,0.000451227,0.000533268,0.000287144
p__Proteobacteria_c__Gammaproteobacteria_o__Vibrionales_f__Vibrionaceae,8.20E-05,0.000205103,0.000164082,0.000246124,0.000369185,0.000164082,0.000287144,4.10E-05,0.000287144,0,0.000533268,0.000492247,0.000164082,4.10E-05,0,0.00205103,0.000492247,0.002133071,0.00348675,0.002297153,0.002666339,0.000328165,0.002174091,0.002420215,0.001763885,0.002297153,0.002707359,4.10E-05,0.000287144,0.00902453,0.000287144,4.10E-05,0.000246124,0.000328165,0.000246124,0.000410206,0.000328165,0.000205103,0.000410206,0.000369185,8.20E-05,0.000369185,0.000451227,0.000287144,8.20E-05,0,0.000369185,0.000615309,0.002543277,0.001763885,0.001681844,0.002379194,0.003035524,0.003158586
p__Proteobacteria_c__Deltaproteobacteria_o__Desulfarculales_f__Desulfarculaceae,0.002215112,0.001804906,0.001681844,0.001927968,0.001681844,0.002010009,0.001804906,0.001722865,0.001148577,0,4.10E-05,8.20E-05,0.000410206,0.000246124,8.20E-05,0.000205103,0.000164082,8.20E-05,0.000205103,4.10E-05,0,0,4.10E-05,0.000328165,0.000123062,0.000123062,4.10E-05,0.001722865,0.00205103,0,0.001476741,0.002461236,0.002215112,0.002666339,0.002379194,0.001722865,0.001681844,0.002830421,0.002010009,0.001886947,0.001558783,0.002215112,0.002625318,0.00205103,0.002461236,0,0,0,4.10E-05,4.10E-05,0.000123062,0.000410206,4.10E-05,0.000164082
p__Epsilonbacteraeota_c__Campylobacteria_o__Campylobacterales_f__Helicobacteraceae,0.001599803,0.001312659,0.000656329,0.001517762,0.001640824,0.001927968,0.002010009,0.001066535,0.001271638,8.20E-05,8.20E-05,4.10E-05,0.0027894,0.000205103,8.20E-05,0.000369185,0.000164082,0.000123062,0.000205103,0.000902453,0,0.000164082,0.000123062,0.001148577,0.000164082,0.000328165,0.000205103,0.001804906,0.001804906,0.001435721,0.001435721,0.001722865,0.001476741,0.001722865,0.001804906,0.001271638,0.001312659,0.001435721,0.002010009,0.002174091,0.001845927,0.00135368,0.001722865,0.002133071,0.00209205,0.000246124,0.000205103,0.000410206,0.000205103,0.000246124,0.000369185,0.000574288,0.000287144,0.000287144
p__Proteobacteria_c__Gammaproteobacteria_o__Betaproteobacteriales_f__Rhodocyclaceae,0.0013947,0.001230618,0.00069735,0.001558783,0.000533268,0.001927968,0.001107556,0.001148577,0.000533268,0.000574288,0.000410206,0.000287144,0.000164082,0.000492247,0.000246124,0.000205103,0.000533268,0.000533268,0.000410206,0.000164082,0.000369185,0.000369185,0.000533268,0.000246124,0.000369185,0.000328165,0.000533268,0.001025515,0.000615309,0.009926983,0.001886947,0.000656329,0.001230618,0.001722865,0.000861432,0.001148577,0.001230618,0.00135368,0.001066535,0.00135368,0.001681844,0.001435721,0.001763885,0.001271638,0.000943474,0.000574288,0,0.000246124,0.001312659,0.000861432,0.000492247,0.000205103,0.000656329,0.000123062
p__Actinobacteria_c__Actinobacteria_o__Corynebacteriales_f__Dietziaceae,0.000861432,0.000533268,0.000205103,0.000779391,0.000369185,0.00069735,0.000410206,0.000369185,0.00069735,0.000205103,0.000287144,0,0.000943474,0.000779391,0,0.000451227,0.000410206,0.00069735,0.001681844,0.001148577,0.001517762,0.000410206,0.000943474,0.00135368,0.001804906,0.001435721,0.001107556,0.000492247,0.000615309,0.004389203,0.000328165,0.000451227,0.000574288,0.000738371,0.00069735,0.000410206,0.00069735,0.000656329,0.000861432,0.000943474,0.000492247,0.000615309,0.001025515,0.000738371,0.000492247,0.006317171,0.000574288,0.000164082,0.002010009,0.001845927,0.002420215,0.000902453,0.000943474,0.001476741
p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales_f__Aeromonadaceae,8.20E-05,0.000205103,0.000287144,0.007752892,0.007137583,0.00972188,0.000738371,0.000205103,0.000164082,4.10E-05,0.000287144,0.000328165,0.000492247,4.10E-05,4.10E-05,0.001189597,0.000246124,0.001271638,0.000779391,0.001517762,0.001189597,0.000164082,0.000943474,0.001189597,0.001435721,0.001312659,0.00069735,0.000451227,0.000164082,0.000287144,8.20E-05,0.000246124,0.000123062,8.20E-05,0.000369185,0.000615309,0.000533268,0.000246124,0.000287144,8.20E-05,0.000533268,0.000328165,0.000410206,0.000533268,8.20E-05,0.000328165,0.000123062,0.000246124,0.001189597,0.001107556,0.001148577,0.000943474,0.000902453,0.000738371
p__Elusimicrobia_c__Elusimicrobia_o__Lineage_IV_f__,0,0,0,0,4.10E-05,0,0,0,0,0,0.001066535,0.000410206,0,0,0,0.000820412,0.000410206,0.003035524,0.00414308,0.002010009,0.00344573,0.00484043,0.00205103,0.002420215,0.001189597,0.002502256,0.000943474,0,0,0,0,8.20E-05,0,0,0,0,0,0,0.000123062,0,0,0,0,0,0,0,0,0.000574288,0.005291656,0.001640824,0.0041841,0.00344573,0.003363689,0.003363689
p__Acidobacteria_c__Subgroup_5_o___f__,0.002133071,0.002666339,0.001312659,0.001107556,0.001763885,0.001763885,0.001927968,0.001148577,0.001476741,0.000123062,4.10E-05,4.10E-05,0.000123062,8.20E-05,0,0.000164082,0.00135368,0.000246124,0.000164082,4.10E-05,0.000574288,0.000451227,0.000779391,0.000246124,0.000164082,0.000287144,0,0.001681844,0.001476741,0.000287144,0.001722865,0.000820412,0.001886947,0.001599803,0.002133071,0.000615309,0.001927968,0.001681844,0.001435721,0.001968988,0.001230618,0.001927968,0.0013947,0.001189597,0.00274838,0,0,8.20E-05,0.000287144,0.000410206,0,0.000123062,8.20E-05,0
p__Fusobacteria_c__Fusobacteriia_o__Fusobacteriales_f__Fusobacteriaceae,0.000984494,0.000656329,0.000451227,0.003691853,0.003404709,0.003322668,0.000164082,0.000615309,0.000451227,8.20E-05,0,0,0.000492247,0.000246124,4.10E-05,4.10E-05,0.000246124,0.000246124,0,4.10E-05,0.000164082,8.20E-05,0.000123062,0.000164082,4.10E-05,0.000656329,0.000656329,0.001148577,0.000492247,0.003363689,0.000574288,0.000328165,0.000369185,0.00069735,0.000533268,0.000492247,0.000246124,0.000779391,0.000861432,0.000656329,0.000533268,0.000410206,0.00069735,0.000861432,0.000943474,0.010132086,0.0027894,8.20E-05,0.000328165,4.10E-05,4.10E-05,0.002379194,0.000451227,0.000902453
p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae,0.000205103,0.00069735,0.000164082,0.000451227,0.000164082,0.000164082,0.000943474,0.000328165,0.001271638,0.000246124,0.000656329,8.20E-05,0.000820412,0.000492247,8.20E-05,0.000410206,0.000492247,0.000820412,0.000451227,0.000123062,0.000164082,0,0.000205103,0.000492247,0.000328165,8.20E-05,0.000205103,0.000451227,0.00069735,0.009229633,0.000123062,0.000246124,4.10E-05,0.000574288,0.000287144,0.002256133,4.10E-05,0.000328165,0.000369185,8.20E-05,0.000205103,0.000246124,0.000205103,0.000410206,0.000410206,0.002953483,0.000820412,0.000123062,0.012634342,0.000492247,0.001066535,0.000533268,0.000451227,0.001312659
p__Proteobacteria_c__Deltaproteobacteria_o__Bdellovibrionales_f__Bdellovibrionaceae,0.001927968,0.001886947,0.000779391,0.001640824,0.001066535,0.001312659,0.000984494,0.001189597,0.000779391,0,0,0,0.000164082,0.000123062,0,0.000943474,4.10E-05,0.000164082,0.000574288,0.001476741,0.000328165,0.000492247,0,0.000246124,0.000943474,0.000451227,0.001025515,0.001722865,0.001107556,0,0.001066535,0.0013947,0.001189597,0.001722865,0.001312659,0.001640824,0.001476741,0.001640824,0.001681844,0.000820412,0.001066535,0.001107556,0.001558783,0.00135368,0.000984494,0,0.000164082,8.20E-05,0.00069735,0.000574288,0.000574288,0.000410206,0.000287144,0.000205103
p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae,0.001189597,0.00209205,0.000656329,0.001435721,0.000943474,0.001927968,0.000738371,0.001189597,0.00135368,0,4.10E-05,0,0.000820412,4.10E-05,0,0.000205103,0.000123062,8.20E-05,0,0.000451227,0.000205103,4.10E-05,0,0,0,0.000328165,0.000205103,0.001230618,0.001763885,0,0.001804906,0.001435721,0.001189597,0.001640824,0.001517762,0.001640824,0.000779391,0.002297153,0.0013947,0.0013947,0.001640824,0.000451227,0.001107556,0.001722865,0.001025515,0.003937977,0,0,0.000738371,4.10E-05,0,0.000123062,0,0.000369185
p__Bacteroidetes_c__Bacteroidia_o__Chitinophagales_f__Saprospiraceae,0.001435721,0.001148577,0.001148577,0.001271638,0.00135368,0.001517762,0.000615309,0.001312659,0.000656329,0,0.000246124,0.000123062,0.000492247,0.000123062,8.20E-05,0.000205103,8.20E-05,0.000410206,0.000246124,0.000492247,0,0.000779391,0.000574288,0.000410206,0.000205103,8.20E-05,0.000574288,0.001066535,0.001189597,0,0.001763885,0.000984494,0.001804906,0.00135368,0.001722865,0.001886947,0.001312659,0.00135368,0.001886947,0.001435721,0.001025515,0.00135368,0.001476741,0.001517762,0.001066535,0,0,4.10E-05,0.001763885,0.000205103,0.000328165,0.000820412,0.000205103,8.20E-05
p__Planctomycetes_c__Planctomycetacia_o__Isosphaerales_f__Isosphaeraceae,0.001722865,0.000984494,0.000943474,0.001435721,0.001435721,0.001107556,0.00069735,0.001025515,0.000984494,8.20E-05,0,0,4.10E-05,0,4.10E-05,4.10E-05,0.000328165,0.001148577,0.000369185,0.000205103,0.000369185,0.000123062,0.000738371,0.000410206,0.000410206,0.000861432,0.000574288,0.001558783,0.000943474,0.000861432,0.000902453,0.001066535,0.002461236,0.003281647,0.001312659,0.001107556,0.000615309,0.001271638,0.001230618,0.00135368,0.001517762,0.000820412,0.000656329,0.001599803,0.000820412,0,0.000369185,0.000205103,0.000369185,0.000287144,0.000287144,0.000533268,0.000492247,0.000451227
p__Chloroflexi_c__Anaerolineae_o__Ardenticatenales_f__,0.000369185,0.000287144,0.000123062,0.000205103,0.000205103,0.000410206,0.000123062,4.10E-05,0.000287144,4.10E-05,0.000451227,0.000287144,0.000410206,8.20E-05,0,0.001845927,0.000656329,0.0041841,0.002174091,0.001886947,0.001763885,0.003527771,0.000943474,0.002133071,0.002338174,0.001271638,0.001886947,0.000164082,0.000328165,0,0.000287144,0.000410206,0.000328165,0.000369185,0.000287144,0.000369185,0.000164082,0.000205103,0.000287144,0.000328165,0.000205103,0.000246124,8.20E-05,0.000492247,0.000164082,0,0,0.000369185,0.001681844,0.002461236,0.000943474,0.001558783,0.001066535,0.001271638
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__Phaselicystidaceae,0.001271638,0.000615309,0.000205103,0.000902453,0.000451227,0.00205103,0.001148577,0.00069735,0.000738371,0,4.10E-05,0,0,4.10E-05,0.000123062,0.000984494,8.20E-05,0.000656329,0.001025515,0.000533268,0.000574288,0.000902453,0.000451227,0.000287144,0.000861432,0.000574288,0.000574288,0.00135368,0.001025515,0,0.001476741,0.000615309,0.000984494,0.001230618,0.001148577,0.001189597,0.001681844,0.001476741,0.001230618,0.0013947,0.001107556,0.000738371,0.001066535,0.000820412,0.001599803,0,0,0.000123062,8.20E-05,0.000328165,0.000861432,0.001189597,0.000820412,0.00069735
p__Acidobacteria_c__Blastocatellia_Subgroup_4_o__DS_100_f__,0.002010009,0.0013947,0.00069735,0.001681844,0.001435721,0.001845927,0.001640824,0.001681844,0.000615309,4.10E-05,0,0,0,0,4.10E-05,8.20E-05,0,0,0,0,0,0,0,0,0,0,8.20E-05,0.00205103,0.001599803,0,0.001722865,0.001312659,0.001599803,0.001558783,0.000943474,0.001271638,0.001640824,0.000984494,0.001763885,0.001558783,0.001476741,0.001681844,0.001845927,0.001230618,0.001517762,0,0.000574288,0,0,0.000164082,0,4.10E-05,0,8.20E-05
p__Bacteroidetes_c__Rhodothermia_o__Rhodothermales_f__Rhodothermaceae,0,0,4.10E-05,0,0,0,0,0,0,8.20E-05,0.000123062,0.000533268,0,0,0,0.002830421,0.000205103,0.001845927,0.004020018,0.003691853,0.0041841,0.002584297,0.001763885,0.001558783,0.001599803,0.002133071,0.001517762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246124,0,0.000738371,0.00209205,0.001435721,0.002707359,0.000943474,0.001189597,0.001435721
p__Cyanobacteria_c__Oxyphotobacteria_o__Nostocales_f__Coleofasciculaceae,0.001804906,0.001763885,0.000943474,0.001435721,0.001312659,0.001230618,0.000902453,0.001230618,0.000533268,0,0,0,0,0,0,0,0,8.20E-05,0,0.000164082,0.000246124,8.20E-05,0.000164082,0.000984494,0.000123062,0.00069735,8.20E-05,0.000820412,0.001271638,0.000369185,0.002215112,0.000820412,0.000943474,0.001230618,0.001845927,0.001025515,0.002420215,0.001517762,0.002010009,0.001230618,0.0013947,0.001476741,0.001681844,0.00135368,0.000902453,0,0,0,0,4.10E-05,0.000123062,0.000369185,0,0.000164082
p__Actinobacteria_c__Thermoleophilia_o__Solirubrobacterales_f__67_14,0.000820412,0.000287144,0.000123062,0.000246124,0.000574288,0.000410206,0.000533268,0.000451227,0.000328165,8.20E-05,0.000164082,8.20E-05,0.000492247,0.000123062,0,0.000615309,0.000328165,0.000656329,0.00069735,0.001189597,0.001271638,0.000984494,0.001763885,0.000779391,0.002215112,0.001968988,0.001722865,0.000984494,0.00069735,0.00069735,0.000615309,0.001148577,0.000779391,0.000861432,0.000451227,0.000492247,0.001025515,0.001107556,0.000451227,0.000615309,0.000738371,0.000369185,0.000451227,0.000410206,0.000574288,0,0.000328165,0.000246124,0.001517762,0.001517762,0.001107556,0.000451227,0.001558783,0.000820412
p__Fibrobacteres_c__Fibrobacteria_o__Fibrobacterales_f__Fibrobacteraceae,0.000369185,0.000410206,0.000492247,0.000328165,0.001107556,0.000984494,0.000451227,0.000492247,0.000287144,4.10E-05,0.000328165,0.000287144,0,4.10E-05,0,0.001107556,0.000246124,0.001476741,0.000574288,0.000164082,0.00135368,0.001517762,0.001271638,0.001558783,0.001066535,0.000820412,0.000410206,0.000410206,0.000820412,0.001107556,0.00069735,0.000492247,0.000410206,0.001230618,0.000738371,0.000943474,0.000615309,0.000656329,0.000779391,0.001312659,0.000656329,0.000943474,0.000533268,0.000820412,0.000615309,0,0,0.000287144,0.001148577,0.000656329,0.001271638,0.001640824,0.000902453,0.001189597
p__Proteobacteria_c__Alphaproteobacteria_o__Azospirillales_f__Azospirillaceae,4.10E-05,0,0.000123062,4.10E-05,0.000205103,0,8.20E-05,4.10E-05,0.000205103,8.20E-05,0.000533268,4.10E-05,0.001886947,0.001107556,8.20E-05,0.00069735,0.000902453,0.000533268,0.000656329,0.000533268,0.000492247,0.000615309,0.000287144,0.001681844,0.003199606,0.00205103,0.000369185,4.10E-05,0,0.004102059,8.20E-05,0.000123062,0.000164082,0.000123062,8.20E-05,0.000164082,0,0.000287144,0.000164082,0.000410206,0.000492247,0.000205103,0.000164082,4.10E-05,0,0.005865945,0.001599803,0.000246124,0.000410206,0.001517762,0.000615309,0.001435721,0.001066535,0.001968988
p__Actinobacteria_c__Thermoleophilia_o__Solirubrobacterales_f__Solirubrobacteraceae,0.000369185,0.000984494,0.000410206,0.000902453,0.000902453,0.00069735,0.000369185,0.000738371,0.000656329,0,0,0.000164082,0,0.000246124,0,0.000533268,0.000533268,0.001271638,0.000287144,0.000492247,0.001230618,0.000492247,0.000328165,0.000533268,0.00209205,0.000861432,0.000369185,0.000902453,0.000820412,0.000984494,0.000369185,0.001107556,0.001107556,0.00135368,0.000451227,0.000328165,0.000820412,0.000410206,0.000615309,0.000738371,0.000984494,0.001312659,0.000615309,0.000533268,0.000984494,0.001845927,4.10E-05,0.000164082,0.000861432,0.000533268,0.000574288,0.001312659,0.001435721,0.00069735
p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae,0,8.20E-05,8.20E-05,0,0,0.000205103,8.20E-05,8.20E-05,0,0.000328165,0.000164082,0.031749938,4.10E-05,0.001066535,0,0.000164082,0,0,0,0,0,0,0,0,0.000123062,0,0.000164082,0,0,0.000328165,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0.000410206,0,0,0.000205103,0,0,0,4.10E-05
p__Bacteroidetes_c__Bacteroidia_o__Sphingobacteriales_f__Sphingobacteriaceae,0.000492247,0.000205103,0.000533268,0.000451227,0.00069735,0.000246124,0.000205103,0.000451227,0.000164082,0.000287144,0.000451227,0.000164082,0.001148577,0.000533268,0.000287144,0.000164082,0.000205103,4.10E-05,4.10E-05,0.000328165,0.000369185,0,0.000287144,8.20E-05,0.000451227,0.000492247,0.000369185,0.00069735,0.000205103,0.001107556,0.000574288,0.000779391,0.000328165,0.000656329,0.000492247,4.10E-05,0.000615309,0.000738371,0.000656329,0.000492247,0.001066535,0.000902453,0.00069735,0.000410206,0.000328165,0.000410206,0.000656329,0.000287144,0.000984494,8.20E-05,0.000164082,0.000246124,0.011485766,0.000574288
p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Eggerthellaceae,0.000451227,0.00069735,0.000902453,0.000820412,0.000574288,0.001681844,0.001107556,0.001189597,0.000574288,4.10E-05,0.000164082,0,0.000574288,4.10E-05,0.000164082,0,0.000369185,0.000820412,8.20E-05,8.20E-05,4.10E-05,4.10E-05,0.00069735,0.000287144,4.10E-05,0,0,0.001066535,0.001312659,0.001558783,0.001312659,0.001558783,0.000451227,0.001148577,0.000615309,0.001886947,0.001927968,0.001517762,0.000615309,0.001189597,0.000779391,0.001640824,0.000820412,0.000410206,0.0013947,0.000574288,0,4.10E-05,0.000328165,0.000246124,4.10E-05,4.10E-05,0,0
p__Tenericutes_c__Mollicutes_o__Mycoplasmatales_f__Mycoplasmataceae,0.000533268,0.000656329,8.20E-05,4.10E-05,0.000205103,0.000205103,0.000164082,0.000123062,0.000205103,0,0.000123062,0.000369185,0.000533268,8.20E-05,0,0.001927968,0.000287144,0.001148577,0.001476741,0.000410206,0.000984494,0.000123062,0.000615309,0.002010009,0.000451227,0.000656329,0.000656329,0.000943474,0.000656329,0.000943474,0.000205103,0.000574288,0.000205103,0.00069735,0.000369185,0.000615309,0.000369185,0.000205103,0.000205103,0.000123062,0.000615309,0.000246124,0.000205103,0.000328165,0.000574288,0.002584297,0.000533268,0.000164082,0.001476741,0.000984494,0.001312659,0.001189597,0.000451227,0.00205103
p__Proteobacteria_c__Gammaproteobacteria_o__Alteromonadales_f__Shewanellaceae,4.10E-05,8.20E-05,4.10E-05,4.10E-05,8.20E-05,0.000123062,8.20E-05,0,0,8.20E-05,0.000246124,0.000902453,0,4.10E-05,4.10E-05,0.001722865,0.000328165,0.000861432,0.002953483,0.0013947,0.002912462,0.000164082,0.002215112,0.001312659,0.001435721,0.001886947,0.001271638,0,4.10E-05,0,4.10E-05,0,0,0,0,0,0,4.10E-05,0.000246124,4.10E-05,0,0,0.000205103,0.000246124,0,0.000123062,0,0.000615309,0.000984494,0.002502256,0.001681844,0.001722865,0.00135368,0.002625318
p__Proteobacteria_c__Alphaproteobacteria_o__Micropepsales_f__Micropepsaceae,0.001148577,0.000328165,0.000943474,0.000902453,0.001271638,0.000574288,0.001107556,0.001107556,0.000779391,0,0,4.10E-05,8.20E-05,0,0,8.20E-05,0.004717368,0.000205103,0,0.000123062,0,8.20E-05,0,8.20E-05,4.10E-05,0.000287144,0.000738371,0.000410206,0.001476741,0,0.0013947,0.000492247,0.000779391,0.000943474,0.000738371,0.000287144,0.000369185,0.001230618,0.000984494,0.001107556,0.000820412,0.000738371,0.001189597,0.001066535,0.00069735,0.000451227,0,0,0.000246124,0.000574288,0.000164082,4.10E-05,0.000164082,0.000246124
p__Bacteroidetes_c__Ignavibacteria_o__OPB56_f__,0.000738371,0.000451227,0.000533268,0.001476741,0.000369185,0.000369185,0.000574288,0.000328165,0.000369185,0,0.000451227,8.20E-05,4.10E-05,0,0,0.000984494,0.000369185,0.000779391,0.000492247,0.000984494,0.000328165,0.0013947,0.000984494,0.000369185,0.001558783,0.001107556,0.000574288,0.000574288,0.000410206,0,0.000451227,0.001107556,0.000615309,0.000533268,0.000820412,0.000246124,0.000943474,0.00069735,0.00069735,0.000410206,0.000574288,0.000820412,0.000574288,0.000533268,0.000656329,0,0,0,0.000533268,0.000369185,0.001230618,0.001107556,0.000287144,0.001230618
p__Patescibacteria_c__Saccharimonadia_o__Saccharimonadales_f__Saccharimonadaceae,0.000533268,4.10E-05,0.000574288,0.000820412,0.000533268,0.000451227,0.001271638,0.000533268,0.000492247,0.000123062,0.000123062,0,0.001435721,0.000328165,0.000123062,0.001025515,0.000246124,0.001845927,0.000164082,0.000246124,0.001189597,0.000533268,0.001025515,0.000738371,0.000246124,0.000574288,0.000164082,0.000410206,0.000615309,0.000164082,0.001066535,0.000861432,0.000328165,0.000410206,0.000533268,0.000410206,0.000451227,0.000492247,0.000533268,0.000615309,0.000533268,0.000287144,0.000246124,0.000656329,0.000615309,0.001681844,0.000164082,8.20E-05,0.000943474,0.000287144,0.001230618,0.000779391,0.000246124,0.000902453
p__Proteobacteria_c__Deltaproteobacteria_o__NB1_j_f__,0.000820412,0.000369185,0.000533268,0.000902453,0.000615309,0.001107556,0.000779391,0.000369185,0.000861432,0.000123062,0.000164082,0,0.000615309,4.10E-05,4.10E-05,0.000287144,0.000738371,0.000205103,0,0.000287144,0.000533268,0.000369185,0,0.000205103,0.000410206,0.000451227,0.000205103,0.001107556,0.001189597,0.000533268,0.000615309,0.000451227,0.00069735,0.000574288,0.001230618,0.000451227,0.000205103,0.001066535,0.000902453,0.001025515,0.000738371,0.000246124,0.00069735,0.001107556,0.000779391,0,0,4.10E-05,0.000615309,0.000328165,0.000615309,0.001640824,0.001968988,0.000574288
p__Actinobacteria_c__Actinobacteria_o__Corynebacteriales_f__Mycobacteriaceae,0.000328165,0.000164082,0.000205103,0.000246124,0.000205103,0.000328165,0.000369185,4.10E-05,8.20E-05,0.000123062,4.10E-05,0,0.000164082,0.000164082,8.20E-05,4.10E-05,0.000328165,8.20E-05,0.000123062,0.000205103,0.000164082,0.000205103,0,4.10E-05,8.20E-05,0.000205103,0.000410206,0.000615309,0.00069735,0.000615309,0.000615309,0.000615309,0.000451227,0.000574288,0.000205103,0.000574288,0.000410206,0.000451227,0.000246124,0.000410206,0.000451227,0.00069735,0.000533268,0.000123062,0.000451227,0.005619821,0.003363689,8.20E-05,0.001189597,0.000205103,0.000533268,0.001722865,0.002666339,0.001558783
